SRK_pok,pokemon_name,type_1,type_2,height,weight,hit_points,attack,defense,total_stats,capture_rate,generation,base_happiness,base_experience,exp_type,evolves_from,mega_evolution,alolan_form,galarian_form,forms_switchable,legendary,mythical,genderless,female_rate,egg_cycles,against_normal,against_fire,against_water,against_electric,against_grass,against_ice,against_fighting,against_poison,against_ground,against_flying,against_psychic,against_bug,against_rock,against_ghost,against_dragon,against_dark,against_steel,against_fairy
192,Sunflora,Grass, ,0.8,8.5,75,75,55,425,120,2,70,149,Medium Slow,Sunkern,False,False,False,False,False,False,False,0.5,20,1.0,2.0,0.5,0.5,0.5,2.0,1.0,2.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0
193,Yanma,Bug,Flying,1.2,38.0,65,65,45,390,75,2,70,78,Medium Fast, ,False,False,False,False,False,False,False,0.5,20,1.0,2.0,1.0,2.0,0.25,2.0,0.25,1.0,0.0,2.0,1.0,0.5,4.0,1.0,1.0,1.0,1.0,1.0
194,Wooper,Water,Ground,0.4,8.5,55,45,45,210,255,2,70,42,Medium Fast, ,False,False,False,False,False,False,False,0.5,20,1.0,0.5,1.0,0.0,4.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0
195,Quagsire,Water,Ground,1.4,75.0,95,85,85,430,90,2,70,151,Medium Fast,Wooper,False,False,False,False,False,False,False,0.5,20,1.0,0.5,1.0,0.0,4.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0
196,Espeon,Psychic, ,0.9,26.5,65,65,60,525,45,2,70,184,Medium Fast,Eevee,False,False,False,False,False,False,False,0.125,35,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,2.0,1.0,2.0,1.0,2.0,1.0,1.0
197,Umbreon,Dark, ,1.0,27.0,95,65,110,525,45,2,35,184,Medium Fast,Eevee,False,False,False,False,False,False,False,0.125,35,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,2.0,1.0,0.5,1.0,0.5,1.0,2.0
198,Murkrow,Dark,Flying,0.5,2.1,60,85,42,405,30,2,35,81,Medium Slow, ,False,False,False,False,False,False,False,0.5,20,1.0,1.0,1.0,2.0,0.5,2.0,1.0,1.0,0.0,1.0,0.0,1.0,2.0,0.5,1.0,0.5,1.0,2.0
199,Galarian Slowking,Poison,Psychic,1.8,79.5,95,65,80,490,70,8,70,172,Medium Fast,Slowpoke,False,False,True,False,False,False,False,0.5,20,1.0,1.0,1.0,1.0,0.5,1.0,0.25,0.5,2.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,0.5
200,Misdreavus,Ghost, ,0.7,1.0,60,60,60,435,45,2,35,87,Fast, ,False,False,False,False,False,False,False,0.5,25,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.5,1.0,1.0,1.0,0.5,1.0,2.0,1.0,2.0,1.0,1.0
201,Unown,Psychic, ,0.5,5.0,48,72,48,336,225,2,70,118,Medium Fast, ,False,False,False,False,False,False,True,0.0,40,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,2.0,1.0,2.0,1.0,2.0,1.0,1.0
202,Wobbuffet,Psychic, ,1.3,28.5,190,33,58,405,45,2,70,142,Medium Fast,Wynaut,False,False,False,False,False,False,False,0.5,20,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,2.0,1.0,2.0,1.0,2.0,1.0,1.0
203,Girafarig,Normal,Psychic,1.5,41.5,70,80,65,455,60,2,70,159,Medium Fast, ,False,False,False,False,False,False,False,0.5,20,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,2.0,1.0,0.0,1.0,2.0,1.0,1.0
204,Pineco,Bug, ,0.6,7.2,50,65,90,290,190,2,70,58,Medium Fast, ,False,False,False,False,False,False,False,0.5,20,1.0,2.0,1.0,1.0,0.5,1.0,0.5,1.0,0.5,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0
205,Forretress,Bug,Steel,1.2,125.8,75,90,140,465,75,2,70,163,Medium Fast,Pineco,False,False,False,False,False,False,False,0.5,20,0.5,4.0,1.0,1.0,0.25,0.5,1.0,0.0,1.0,1.0,0.5,0.5,1.0,1.0,0.5,1.0,0.5,0.5
206,Dunsparce,Normal, ,1.5,14.0,100,70,70,415,190,2,70,145,Medium Fast, ,False,False,False,False,False,False,False,0.5,20,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
207,Gligar,Ground,Flying,1.1,64.8,65,75,105,430,60,2,70,86,Medium Slow, ,False,False,False,False,False,False,False,0.5,20,1.0,1.0,2.0,0.0,1.0,4.0,0.5,0.5,0.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0
208,Mega Steelix,Steel,Ground,10.5,740.0,75,125,230,610,25,6,70,214,Medium Fast,Onix,True,False,False,True,False,False,False,0.5,25,0.5,2.0,2.0,0.0,1.0,1.0,2.0,0.0,2.0,0.5,0.5,0.5,0.25,1.0,0.5,1.0,0.5,0.5
209,Snubbull,Fairy, ,0.6,7.8,60,80,50,300,190,2,70,60,Fast, ,False,False,False,False,False,False,False,0.75,20,1.0,1.0,1.0,1.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,1.0,1.0,0.0,0.5,2.0,1.0
210,Granbull,Fairy, ,1.4,48.7,90,120,75,450,75,2,70,158,Fast,Snubbull,False,False,False,False,False,False,False,0.75,20,1.0,1.0,1.0,1.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,1.0,1.0,0.0,0.5,2.0,1.0
211,Qwilfish,Water,Poison,0.5,3.9,65,95,85,440,45,2,70,88,Medium Fast, ,False,False,False,False,False,False,False,0.5,20,1.0,0.5,0.5,2.0,1.0,0.5,0.5,0.5,2.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5
212,Mega Scizor,Bug,Steel,2.0,125.0,70,150,140,600,25,6,70,210,Medium Fast,Scyther,True,False,False,True,False,False,False,0.5,25,0.5,4.0,1.0,1.0,0.25,0.5,1.0,0.0,1.0,1.0,0.5,0.5,1.0,1.0,0.5,1.0,0.5,0.5
213,Shuckle,Bug,Rock,0.6,20.5,20,10,230,505,190,2,70,177,Medium Slow, ,False,False,False,False,False,False,False,0.5,20,0.5,1.0,2.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0
214,Heracross,Bug,Fighting,1.5,54.0,80,125,75,500,45,2,70,175,Slow, ,False,False,False,True,False,False,False,0.5,25,1.0,2.0,1.0,1.0,0.5,1.0,0.5,1.0,0.5,4.0,2.0,0.5,1.0,1.0,1.0,0.5,1.0,2.0
215,Sneasel,Dark,Ice,0.9,28.0,55,95,55,430,60,2,35,86,Medium Slow, ,False,False,False,False,False,False,False,0.5,20,1.0,2.0,1.0,1.0,1.0,0.5,4.0,1.0,1.0,1.0,0.0,2.0,2.0,0.5,1.0,0.5,2.0,2.0
216,Teddiursa,Normal, ,0.6,8.8,60,80,50,330,120,2,70,66,Medium Fast, ,False,False,False,False,False,False,False,0.5,20,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
217,Ursaring,Normal, ,1.8,125.8,90,130,75,500,60,2,70,175,Medium Fast,Teddiursa,False,False,False,False,False,False,False,0.5,20,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
218,Slugma,Fire, ,0.7,35.0,40,40,40,250,190,2,70,50,Medium Fast, ,False,False,False,False,False,False,False,0.5,20,1.0,0.5,2.0,1.0,0.5,0.5,1.0,1.0,2.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,0.5
219,Magcargo,Fire,Rock,0.8,55.0,60,50,120,430,75,2,70,151,Medium Fast,Slugma,False,False,False,False,False,False,False,0.5,20,0.5,0.25,4.0,1.0,1.0,0.5,2.0,0.5,4.0,0.5,1.0,0.5,2.0,1.0,1.0,1.0,1.0,0.5
220,Swinub,Ice,Ground,0.4,6.5,50,50,40,250,225,2,70,50,Slow, ,False,False,False,False,False,False,False,0.5,20,1.0,2.0,2.0,0.0,2.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0
221,Piloswine,Ice,Ground,1.1,55.8,100,100,80,450,75,2,70,158,Slow,Swinub,False,False,False,False,False,False,False,0.5,20,1.0,2.0,2.0,0.0,2.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0
222,Corsola,Water,Rock,0.6,5.0,65,55,95,410,60,2,70,144,Fast, ,False,False,False,False,False,False,False,0.75,20,0.5,0.25,1.0,2.0,4.0,0.5,2.0,0.5,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
223,Remoraid,Water, ,0.6,12.0,35,65,35,300,190,2,70,60,Medium Fast, ,False,False,False,False,False,False,False,0.5,20,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
224,Octillery,Water, ,0.9,28.5,75,105,75,480,75,2,70,168,Medium Fast,Remoraid,False,False,False,False,False,False,False,0.5,20,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
225,Delibird,Ice,Flying,0.9,16.0,45,55,45,330,45,2,70,116,Fast, ,False,False,False,False,False,False,False,0.5,20,1.0,2.0,1.0,2.0,0.5,1.0,1.0,1.0,0.0,1.0,1.0,0.5,4.0,1.0,1.0,1.0,2.0,1.0
226,Mantine,Water,Flying,2.1,220.0,85,40,70,485,25,2,70,170,Slow,Mantyke,False,False,False,False,False,False,False,0.5,25,1.0,0.5,0.5,4.0,1.0,1.0,0.5,1.0,0.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,1.0
227,Skarmory,Steel,Flying,1.7,50.5,65,80,140,465,25,2,70,163,Slow, ,False,False,False,False,False,False,False,0.5,25,0.5,2.0,1.0,2.0,0.25,1.0,1.0,0.0,0.0,0.5,0.5,0.25,1.0,1.0,0.5,1.0,0.5,0.5
228,Houndour,Dark,Fire,0.6,10.8,45,60,30,330,120,2,35,66,Slow, ,False,False,False,False,False,False,False,0.5,20,1.0,0.5,2.0,1.0,0.5,0.5,2.0,1.0,2.0,1.0,0.0,1.0,2.0,0.5,1.0,0.5,0.5,1.0
229,Houndoom,Dark,Fire,1.4,35.0,75,90,50,500,45,2,35,175,Slow,Houndour,False,False,False,True,False,False,False,0.5,20,1.0,0.5,2.0,1.0,0.5,0.5,2.0,1.0,2.0,1.0,0.0,1.0,2.0,0.5,1.0,0.5,0.5,1.0
230,Kingdra,Water,Dragon,1.8,152.0,75,95,95,540,45,2,70,243,Medium Fast,Seadra,False,False,False,False,False,False,False,0.5,20,1.0,0.25,0.25,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,0.5,2.0
231,Phanpy,Ground, ,0.5,33.5,90,60,60,330,120,2,70,66,Medium Fast, ,False,False,False,False,False,False,False,0.5,20,1.0,1.0,2.0,0.0,2.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0
232,Donphan,Ground, ,1.1,120.0,90,120,120,500,60,2,70,175,Medium Fast,Phanpy,False,False,False,False,False,False,False,0.5,20,1.0,1.0,2.0,0.0,2.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0
233,Porygon2,Normal, ,0.6,32.5,85,80,90,515,45,2,70,180,Medium Fast,Porygon,False,False,False,False,False,False,True,0.0,20,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
234,Stantler,Normal, ,1.4,71.2,73,95,62,465,45,2,70,163,Slow, ,False,False,False,False,False,False,False,0.5,20,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
235,Smeargle,Normal, ,1.2,58.0,55,20,35,250,45,2,70,88,Fast, ,False,False,False,False,False,False,False,0.5,20,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
236,Tyrogue,Fighting, ,0.7,21.0,35,35,35,210,75,2,70,42,Medium Fast, ,False,False,False,False,False,False,False,0.0,25,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,0.5,0.5,1.0,1.0,0.5,1.0,2.0
237,Hitmontop,Fighting, ,1.4,48.0,50,95,95,455,45,2,70,159,Medium Fast,Tyrogue,False,False,False,False,False,False,False,0.0,25,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,0.5,0.5,1.0,1.0,0.5,1.0,2.0
238,Smoochum,Ice,Psychic,0.4,6.0,45,30,15,305,45,2,70,61,Medium Fast, ,False,False,False,False,False,False,False,1.0,25,1.0,2.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,2.0,2.0,2.0,1.0,2.0,2.0,1.0
239,Elekid,Electric, ,0.6,23.5,45,63,37,360,45,2,70,72,Medium Fast, ,False,False,False,False,False,False,False,0.25,25,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
240,Magby,Fire, ,0.7,21.4,45,75,37,365,45,2,70,73,Medium Fast, ,False,False,False,False,False,False,False,0.25,25,1.0,0.5,2.0,1.0,0.5,0.5,1.0,1.0,2.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,0.5
241,Miltank,Normal, ,1.2,75.5,95,80,105,490,45,2,70,172,Slow, ,False,False,False,False,False,False,False,1.0,20,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
242,Blissey,Normal, ,1.5,46.8,255,10,10,540,30,2,140,608,Fast,Chansey,False,False,False,False,False,False,False,1.0,40,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
243,Raikou,Electric, ,1.9,178.0,90,85,75,580,3,2,35,261,Slow, ,False,False,False,False,True,False,True,0.0,80,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
244,Entei,Fire, ,2.1,198.0,115,115,85,580,3,2,35,261,Slow, ,False,False,False,False,True,False,True,0.0,80,1.0,0.5,2.0,1.0,0.5,0.5,1.0,1.0,2.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,0.5
245,Suicune,Water, ,2.0,187.0,100,75,115,580,3,2,35,261,Slow, ,False,False,False,False,True,False,True,0.0,80,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
246,Larvitar,Rock,Ground,0.6,72.0,50,64,50,300,45,2,35,60,Slow, ,False,False,False,False,False,False,False,0.5,40,0.5,0.5,4.0,0.0,4.0,2.0,2.0,0.25,2.0,0.5,1.0,1.0,0.5,1.0,1.0,1.0,2.0,1.0
247,Pupitar,Rock,Ground,1.2,152.0,70,84,70,410,45,2,35,144,Slow,Larvitar,False,False,False,False,False,False,False,0.5,40,0.5,0.5,4.0,0.0,4.0,2.0,2.0,0.25,2.0,0.5,1.0,1.0,0.5,1.0,1.0,1.0,2.0,1.0
248,Mega Tyranitar,Rock,Dark,2.5,255.0,100,164,150,700,45,6,35,315,Slow,Pupitar,True,False,False,True,False,False,False,0.5,40,0.5,0.5,2.0,1.0,2.0,1.0,4.0,0.5,2.0,0.5,0.0,2.0,1.0,0.5,1.0,0.5,2.0,2.0
249,Lugia,Psychic,Flying,5.2,216.0,106,90,130,680,3,2,0,306,Slow, ,False,False,False,False,True,False,True,0.0,120,1.0,1.0,1.0,2.0,0.5,2.0,0.25,1.0,0.0,1.0,0.5,1.0,2.0,2.0,1.0,2.0,1.0,1.0
250,Ho-Oh,Fire,Flying,3.8,199.0,106,130,90,680,3,2,0,306,Slow, ,False,False,False,False,True,False,True,0.0,120,1.0,0.5,2.0,2.0,0.25,1.0,0.5,1.0,0.0,1.0,1.0,0.25,4.0,1.0,1.0,1.0,0.5,0.5
251,Celebi,Psychic,Grass,0.6,5.0,100,100,100,600,45,2,100,270,Medium Slow, ,False,False,False,False,False,True,True,0.0,120,1.0,2.0,0.5,0.5,0.5,2.0,0.5,2.0,0.5,2.0,0.5,4.0,1.0,2.0,1.0,2.0,1.0,1.0
252,Treecko,Grass, ,0.5,5.0,40,45,35,310,45,3,70,62,Medium Slow, ,False,False,False,False,False,False,False,0.125,20,1.0,2.0,0.5,0.5,0.5,2.0,1.0,2.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0
253,Grovyle,Grass, ,0.9,21.6,50,65,45,405,45,3,70,142,Medium Slow,Treecko,False,False,False,False,False,False,False,0.125,20,1.0,2.0,0.5,0.5,0.5,2.0,1.0,2.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0
254,Mega Sceptile,Grass,Dragon,1.9,55.2,70,110,75,630,45,6,70,284,Medium Slow,Grovyle,True,False,False,True,False,False,False,0.125,20,1.0,1.0,0.25,0.25,0.25,4.0,1.0,2.0,0.5,2.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0
255,Torchic,Fire, ,0.4,2.5,45,60,40,310,45,3,70,62,Medium Slow, ,False,False,False,False,False,False,False,0.125,20,1.0,0.5,2.0,1.0,0.5,0.5,1.0,1.0,2.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,0.5
256,Combusken,Fire,Fighting,0.9,19.5,60,85,60,405,45,3,70,142,Medium Slow,Torchic,False,False,False,False,False,False,False,0.125,20,1.0,0.5,2.0,1.0,0.5,0.5,1.0,1.0,2.0,2.0,2.0,0.25,1.0,1.0,1.0,0.5,0.5,1.0
257,Blaziken,Fire,Fighting,1.9,52.0,80,120,70,530,45,3,70,239,Medium Slow,Combusken,False,False,False,True,False,False,False,0.125,20,1.0,0.5,2.0,1.0,0.5,0.5,1.0,1.0,2.0,2.0,2.0,0.25,1.0,1.0,1.0,0.5,0.5,1.0
258,Mudkip,Water, ,0.4,7.6,50,70,50,310,45,3,70,62,Medium Slow, ,False,False,False,False,False,False,False,0.125,20,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
259,Marshtomp,Water,Ground,0.7,28.0,70,85,70,405,45,3,70,142,Medium Slow,Mudkip,False,False,False,False,False,False,False,0.125,20,1.0,0.5,1.0,0.0,4.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0
260,Mega Swampert,Water,Ground,1.9,102.0,100,150,110,635,45,6,70,286,Medium Slow,Marshtomp,True,False,False,True,False,False,False,0.125,20,1.0,0.5,1.0,0.0,4.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0
261,Poochyena,Dark, ,0.5,13.6,35,55,35,220,255,3,70,56,Medium Fast, ,False,False,False,False,False,False,False,0.5,15,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,2.0,1.0,0.5,1.0,0.5,1.0,2.0
262,Mightyena,Dark, ,1.0,37.0,70,90,70,420,127,3,70,147,Medium Fast,Poochyena,False,False,False,False,False,False,False,0.5,15,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,2.0,1.0,0.5,1.0,0.5,1.0,2.0
263,Galarian Zigzagoon,Dark,Normal,0.4,17.5,38,30,41,240,255,8,70,56,Medium Fast, ,False,False,True,False,False,False,False,0.5,15,1.0,1.0,1.0,1.0,1.0,1.0,4.0,1.0,1.0,1.0,0.0,2.0,1.0,0.0,1.0,0.5,1.0,2.0
264,Galarian Linoone,Dark,Normal,0.5,32.5,78,70,61,420,90,8,70,147,Medium Fast,Zigzagoon,False,False,True,False,False,False,False,0.5,15,1.0,1.0,1.0,1.0,1.0,1.0,4.0,1.0,1.0,1.0,0.0,2.0,1.0,0.0,1.0,0.5,1.0,2.0
265,Wurmple,Bug, ,0.3,3.6,45,45,35,195,255,3,70,56,Medium Fast, ,False,False,False,False,False,False,False,0.5,15,1.0,2.0,1.0,1.0,0.5,1.0,0.5,1.0,0.5,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0
266,Silcoon,Bug, ,0.6,10.0,50,35,55,205,120,3,70,72,Medium Fast,Wurmple,False,False,False,False,False,False,False,0.5,15,1.0,2.0,1.0,1.0,0.5,1.0,0.5,1.0,0.5,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0
267,Beautifly,Bug,Flying,1.0,28.4,60,70,50,395,45,3,70,178,Medium Fast,Silcoon,False,False,False,False,False,False,False,0.5,15,1.0,2.0,1.0,2.0,0.25,2.0,0.25,1.0,0.0,2.0,1.0,0.5,4.0,1.0,1.0,1.0,1.0,1.0
268,Cascoon,Bug, ,0.7,11.5,50,35,55,205,120,3,70,72,Medium Fast,Wurmple,False,False,False,False,False,False,False,0.5,15,1.0,2.0,1.0,1.0,0.5,1.0,0.5,1.0,0.5,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0
269,Dustox,Bug,Poison,1.2,31.6,60,50,70,385,45,3,70,173,Medium Fast,Cascoon,False,False,False,False,False,False,False,0.5,15,1.0,2.0,1.0,1.0,0.25,1.0,0.25,0.5,1.0,2.0,2.0,0.5,2.0,1.0,1.0,1.0,1.0,0.5
270,Lotad,Water,Grass,0.5,2.6,40,30,30,220,255,3,70,44,Medium Slow, ,False,False,False,False,False,False,False,0.5,15,1.0,1.0,0.25,1.0,1.0,1.0,1.0,2.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0,1.0,0.5,1.0
271,Lombre,Water,Grass,1.2,32.5,60,50,50,340,120,3,70,119,Medium Slow,Lotad,False,False,False,False,False,False,False,0.5,15,1.0,1.0,0.25,1.0,1.0,1.0,1.0,2.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0,1.0,0.5,1.0
272,Ludicolo,Water,Grass,1.5,55.0,80,70,70,480,45,3,70,216,Medium Slow,Lombre,False,False,False,False,False,False,False,0.5,15,1.0,1.0,0.25,1.0,1.0,1.0,1.0,2.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0,1.0,0.5,1.0
273,Seedot,Grass, ,0.5,4.0,40,40,50,220,255,3,70,44,Medium Slow, ,False,False,False,False,False,False,False,0.5,15,1.0,2.0,0.5,0.5,0.5,2.0,1.0,2.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0
274,Nuzleaf,Grass,Dark,1.0,28.0,70,70,40,340,120,3,70,119,Medium Slow,Seedot,False,False,False,False,False,False,False,0.5,15,1.0,2.0,0.5,0.5,0.5,2.0,2.0,2.0,0.5,2.0,0.0,4.0,1.0,0.5,1.0,0.5,1.0,2.0
275,Shiftry,Grass,Dark,1.3,59.6,90,100,60,480,45,3,70,216,Medium Slow,Nuzleaf,False,False,False,False,False,False,False,0.5,15,1.0,2.0,0.5,0.5,0.5,2.0,2.0,2.0,0.5,2.0,0.0,4.0,1.0,0.5,1.0,0.5,1.0,2.0
276,Taillow,Normal,Flying,0.3,2.3,40,55,30,270,200,3,70,54,Medium Slow, ,False,False,False,False,False,False,False,0.5,15,1.0,1.0,1.0,2.0,0.5,2.0,1.0,1.0,0.0,1.0,1.0,0.5,2.0,0.0,1.0,1.0,1.0,1.0
277,Swellow,Normal,Flying,0.7,19.8,60,85,60,455,45,3,70,159,Medium Slow,Taillow,False,False,False,False,False,False,False,0.5,15,1.0,1.0,1.0,2.0,0.5,2.0,1.0,1.0,0.0,1.0,1.0,0.5,2.0,0.0,1.0,1.0,1.0,1.0
278,Wingull,Water,Flying,0.6,9.5,40,30,30,270,190,3,70,54,Medium Fast, ,False,False,False,False,False,False,False,0.5,20,1.0,0.5,0.5,4.0,1.0,1.0,0.5,1.0,0.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,1.0
279,Pelipper,Water,Flying,1.2,28.0,60,50,100,440,45,3,70,154,Medium Fast,Wingull,False,False,False,False,False,False,False,0.5,20,1.0,0.5,0.5,4.0,1.0,1.0,0.5,1.0,0.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,1.0
280,Ralts,Psychic,Fairy,0.4,6.6,28,25,25,198,235,3,35,40,Slow, ,False,False,False,False,False,False,False,0.5,20,1.0,1.0,1.0,1.0,1.0,1.0,0.25,2.0,1.0,1.0,0.5,1.0,1.0,2.0,0.0,1.0,2.0,1.0
281,Kirlia,Psychic,Fairy,0.8,20.2,38,35,35,278,120,3,35,97,Slow,Ralts,False,False,False,False,False,False,False,0.5,20,1.0,1.0,1.0,1.0,1.0,1.0,0.25,2.0,1.0,1.0,0.5,1.0,1.0,2.0,0.0,1.0,2.0,1.0
282,Gardevoir,Psychic,Fairy,1.6,48.4,68,65,65,518,45,3,35,233,Slow,Kirlia,False,False,False,True,False,False,False,0.5,20,1.0,1.0,1.0,1.0,1.0,1.0,0.25,2.0,1.0,1.0,0.5,1.0,1.0,2.0,0.0,1.0,2.0,1.0
283,Surskit,Bug,Water,0.5,1.7,40,30,32,269,200,3,70,54,Medium Fast, ,False,False,False,False,False,False,False,0.5,15,1.0,1.0,0.5,2.0,1.0,0.5,0.5,1.0,0.5,2.0,1.0,1.0,2.0,1.0,1.0,1.0,0.5,1.0
284,Masquerain,Bug,Flying,0.8,3.6,70,60,62,454,75,3,70,159,Medium Fast,Surskit,False,False,False,False,False,False,False,0.5,15,1.0,2.0,1.0,2.0,0.25,2.0,0.25,1.0,0.0,2.0,1.0,0.5,4.0,1.0,1.0,1.0,1.0,1.0
285,Shroomish,Grass, ,0.4,4.5,60,40,60,295,255,3,70,59,Fluctuating, ,False,False,False,False,False,False,False,0.5,15,1.0,2.0,0.5,0.5,0.5,2.0,1.0,2.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0
286,Breloom,Grass,Fighting,1.2,39.2,60,130,80,460,90,3,70,161,Fluctuating,Shroomish,False,False,False,False,False,False,False,0.5,15,1.0,2.0,0.5,0.5,0.5,2.0,1.0,2.0,0.5,4.0,2.0,1.0,0.5,1.0,1.0,0.5,1.0,2.0
287,Slakoth,Normal, ,0.8,24.0,60,60,60,280,255,3,70,56,Slow, ,False,False,False,False,False,False,False,0.5,15,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
288,Vigoroth,Normal, ,1.4,46.5,80,80,80,440,120,3,70,154,Slow,Slakoth,False,False,False,False,False,False,False,0.5,15,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
